track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,name,cluster
5ufE60D3rxtqP7xLrL4AEL,Kristen Bell;Santino Fontana,Disney Summer Songs,"Love Is an Open Door - From ""Frozen""/Soundtrack Version",62,124733,False,0.737,0.636,6,-6.308,0,0.0737,0.262,0.0,0.319,0.537,100.033,4,disney,"Kristen Bell;Santino Fontana, Love Is an Open Door - From ""Frozen""/Soundtrack Version",3
4Xbotg4PCLJw9cDx2dtZLK,Kristen Bell;Idina Menzel;Josh Gad;Jonathan Groff;Cast of Frozen 2,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),Some Things Never Change,67,209964,False,0.566,0.543,5,-4.485,1,0.0314,0.613,0.0,0.106,0.299,89.937,4,disney,"Kristen Bell;Idina Menzel;Josh Gad;Jonathan Groff;Cast of Frozen 2, Some Things Never Change",1
0jkGkwy510cvhy0jYPFme4,Alan Menken,Tangled,"Kingdom Dance - From ""Tangled""/Score",62,140413,False,0.239,0.614,4,-9.819,1,0.0773,0.0904,0.403,0.129,0.47,155.658,3,disney,"Alan Menken, Kingdom Dance - From ""Tangled""/Score",3
1gilgPrTkkZTp09Xf8zCmK,Kristen Bell,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),The Next Right Thing,60,216773,False,0.296,0.119,0,-14.256,0,0.0475,0.839,1.59e-05,0.385,0.146,170.037,4,disney,"Kristen Bell, The Next Right Thing",1
65GjU6KDPzF5IO143vvTgn,Kristen Bell;Idina Menzel,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),"For the First Time in Forever (Reprise) - From ""Frozen""/Soundtrack Version",62,149640,False,0.362,0.338,9,-9.321,1,0.0393,0.806,0.0,0.3,0.389,93.999,4,disney,"Kristen Bell;Idina Menzel, For the First Time in Forever (Reprise) - From ""Frozen""/Soundtrack Version",14
3xDVJcvcKedshWlT3qGSHk,Cast - Frozen,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),"Frozen Heart - From ""Frozen""/Soundtrack Version",61,105293,False,0.538,0.481,2,-8.716,0,0.0997,0.545,0.0,0.086,0.191,95.914,4,disney,"Cast - Frozen, Frozen Heart - From ""Frozen""/Soundtrack Version",10
3Yn97I3qIj7Px0Bi4rkD2q,Dan Stevens,Beauty and the Beast (Original Motion Picture Soundtrack/Deluxe Edition),Evermore,64,194541,False,0.285,0.396,1,-8.741,1,0.0318,0.674,6.6e-05,0.102,0.219,79.442,3,disney,"Dan Stevens, Evermore",7
5E8yddtSG3sH4hw2SfwcgW,Joseph Williams;Sally Dworsky;Nathan Lane;Ernie Sabella;Kristle Edwards,The Lion King,"Can You Feel the Love Tonight - From ""The Lion King"" / Soundtrack Version",62,177786,False,0.306,0.132,5,-19.31,1,0.0538,0.787,0.0,0.57,0.473,78.46,4,disney,"Joseph Williams;Sally Dworsky;Nathan Lane;Ernie Sabella;Kristle Edwards, Can You Feel the Love Tonight - From ""The Lion King"" / Soundtrack Version",5
1nrXPF5szKZhHr0iANiPcS,Donna Murphy,Tangled,"Mother Knows Best (Reprise) - From ""Tangled""/Soundtrack Version",64,98320,False,0.55,0.332,1,-10.683,1,0.175,0.826,0.0,0.206,0.552,110.539,3,disney,"Donna Murphy, Mother Knows Best (Reprise) - From ""Tangled""/Soundtrack Version",10
7kh64k3P9Fk4EsA6vOdwmj,Jenifer Lewis;The Pinnacle Gospel Choir,The Princess and the Frog (Original Motion Picture Soundtrack),Dig a Little Deeper,65,167933,False,0.719,0.825,0,-4.26,1,0.0521,0.39,3.75e-06,0.103,0.798,98.023,4,disney,"Jenifer Lewis;The Pinnacle Gospel Choir, Dig a Little Deeper",5
0QTUoI90fBFdKkd4h8fsOu,China Anne McClain,A.N.T. Farm,Calling All the Monsters,64,206506,False,0.561,0.826,2,-5.842,1,0.0972,0.00289,0.0,0.432,0.499,141.98,4,disney,"China Anne McClain, Calling All the Monsters",1
4zDfgax6Ihb0UWdour1ZEs,Chorus - Hercules;Lillias White;Cheryl Freeman;LaChanze;Roz Ryan;Vaneese Thomas;Tawatha Agee;Disney,Hercules (Original Motion Picture Soundtrack),Zero To Hero,65,140573,False,0.474,0.82,0,-7.699,1,0.243,0.493,0.0,0.0978,0.697,164.718,4,disney,"Chorus - Hercules;Lillias White;Cheryl Freeman;LaChanze;Roz Ryan;Vaneese Thomas;Tawatha Agee;Disney, Zero To Hero",3
5d22scOOfbrK7GHy3ZTT3s,Jim Cummings;Terence Blanchard,The Princess and the Frog (Original Motion Picture Soundtrack),Ma Belle Evangeline,65,115693,False,0.378,0.352,3,-8.745,1,0.0354,0.812,5.17e-06,0.106,0.306,139.491,5,disney,"Jim Cummings;Terence Blanchard, Ma Belle Evangeline",3
7zsw78LtXUD7JfEwH64HK2,Pat Carroll;Disney,The Little Mermaid Special Edition,Poor Unfortunate Souls,63,291693,False,0.384,0.18,0,-17.279,1,0.101,0.77,0.0,0.367,0.368,73.603,4,disney,"Pat Carroll;Disney, Poor Unfortunate Souls",12
5J4pDyvjRrYfcgHetKjKSj,Jodi Benson;Disney,The Little Mermaid,"Part of Your World - From ""The Little Mermaid"" / Soundtrack Version",60,195493,False,0.387,0.132,5,-15.142,1,0.0386,0.914,0.000707,0.281,0.323,100.0,4,disney,"Jodi Benson;Disney, Part of Your World - From ""The Little Mermaid"" / Soundtrack Version",7
4qqfI5oNO53a6W7nWfutKH,Samuel E. Wright;Disney,The Little Mermaid,"Under the Sea - From ""The Little Mermaid"" / Soundtrack Version",60,195146,False,0.68,0.463,5,-15.29,1,0.165,0.718,0.0,0.0985,0.858,99.662,4,disney,"Samuel E. Wright;Disney, Under the Sea - From ""The Little Mermaid"" / Soundtrack Version",7
65vseJi4kug0grGTTSmH2u,Luis Ángel Gómez Jaramillo;Gael Garcia Bernal,Coco (Banda Sonora Original en Español),Un Poco Loco,61,112205,False,0.624,0.5,7,-6.899,1,0.166,0.696,4.05e-05,0.372,0.562,95.234,3,disney,"Luis Ángel Gómez Jaramillo;Gael Garcia Bernal, Un Poco Loco",3
0D1OY0M5A0qD5HGBvFmFid,Roger Bart;Disney,Hercules (Original Motion Picture Soundtrack),Go the Distance,65,194160,False,0.275,0.126,9,-17.077,1,0.033,0.879,0.000799,0.0791,0.21,88.626,4,disney,"Roger Bart;Disney, Go the Distance",7
6uW03WHG3qv2FzxPIW6SUP,Cheryl Freeman;LaChanze;Vaneese Thomas;Lillias White;Roz Ryan;Disney,Hercules (Original Motion Picture Soundtrack),The Gospel Truth I / Main Titles - Hercules,61,145640,False,0.5,0.565,11,-10.528,1,0.145,0.25,0.000147,0.145,0.466,158.072,4,disney,"Cheryl Freeman;LaChanze;Vaneese Thomas;Lillias White;Roz Ryan;Disney, The Gospel Truth I / Main Titles - Hercules",14
1h9sbBtqXjji9nnBsxaxNR,Disney Peaceful Piano;Disney,Disney Peaceful Piano: Lullaby,Beauty and the Beast,60,167055,False,0.432,0.0877,8,-27.006,1,0.068,0.995,0.922,0.117,0.149,79.203,4,disney,"Disney Peaceful Piano;Disney, Beauty and the Beast",5
6E5By4xxtTgxOP4JfP1CvX,Disney Peaceful Piano;Disney,Disney Peaceful Piano: Lullaby,A Dream Is a Wish Your Heart Makes,60,148953,False,0.484,0.0159,3,-28.612,1,0.0587,0.995,0.935,0.214,0.153,80.243,3,disney,"Disney Peaceful Piano;Disney, A Dream Is a Wish Your Heart Makes",14
6LW3Z1GqbL78TIjfDyg4zp,Wilkinson;Becky Hill,Lazers Not Included,Afterglow,69,225172,False,0.516,0.915,7,-2.498,1,0.0562,0.0228,0.000789,0.125,0.0398,174.032,4,drum-and-bass,"Wilkinson;Becky Hill, Afterglow",6
2qugfmw9Hi27DyIo2gite4,DJ Fresh,Gold Dust,Gold Dust - Radio Edit,65,192446,False,0.451,0.948,0,-0.74,1,0.147,0.255,0.0,0.392,0.295,176.985,4,drum-and-bass,"DJ Fresh, Gold Dust - Radio Edit",7
4pfu1lEKJhRGTQf64cQPXd,Chase & Status;Tom Grennan,Tribe,All Goes Wrong,61,205253,False,0.454,0.782,6,-3.539,0,0.0498,0.0342,0.0,0.173,0.286,174.851,4,drum-and-bass,"Chase & Status;Tom Grennan, All Goes Wrong",1
1LrYRj1iFsm9QJ72YqPTLY,Sigma;Paloma Faith,Life (Deluxe),Changing,62,205000,False,0.484,0.815,2,-3.833,1,0.0542,0.0997,0.0,0.164,0.353,171.079,4,drum-and-bass,"Sigma;Paloma Faith, Changing",1
04OxTCLGgDKfO0MMA2lcxv,Chase & Status;Liam Bailey,No More Idols,Blind Faith,61,233666,False,0.45,0.846,9,-4.712,0,0.0472,0.00523,0.0,0.228,0.402,140.042,4,drum-and-bass,"Chase & Status;Liam Bailey, Blind Faith",6
0a2cA9H6KuOsoHLCnjl6YL,Sub Focus;Dimension,Ready To Fly,Ready To Fly,64,204500,False,0.485,0.969,8,-0.517,0,0.0561,0.0485,0.664,0.192,0.448,173.941,4,drum-and-bass,"Sub Focus;Dimension, Ready To Fly",1
507UUx311ghfFTMSuHUeyS,Sub Focus;Dimension,Desire (with Dimension),Desire (with Dimension),63,215172,False,0.537,0.906,8,-1.167,0,0.0651,0.133,0.0187,0.319,0.504,173.898,4,drum-and-bass,"Sub Focus;Dimension, Desire (with Dimension)",1
5UvLQncwvEGiRLn0xEZw45,Sub Focus,Off The Ground,Off The Ground,67,242750,False,0.582,0.791,0,-3.643,0,0.0427,0.0296,0.105,0.118,0.0422,174.01,4,drum-and-bass,"Sub Focus, Off The Ground",13
4Y2glvLjQGOb4dXnwm1hQf,Pendulum,Immersion,Witchcraft,61,252786,False,0.42,0.969,1,-3.139,1,0.0581,2.84e-05,0.00861,0.379,0.182,174.038,4,drum-and-bass,"Pendulum, Witchcraft",13
5cRDn5aGMLvWsldoRmOOz0,Sub Focus,Solar System / Siren,Solar System,64,288000,False,0.544,0.942,5,-2.552,0,0.0464,0.0355,0.435,0.631,0.303,173.97,4,drum-and-bass,"Sub Focus, Solar System",4
64I0O6ZipYryKte1cHA2EY,Chase & Status;Plan B,No More Idols,End Credits,60,200600,False,0.324,0.783,1,-4.808,0,0.0346,0.00929,0.0117,0.0888,0.0788,116.704,3,drum-and-bass,"Chase & Status;Plan B, End Credits",7
2jtlU6H5C9WFB0x72f6YGo,Hybrid Minds;Catching Cairo,Elements,Touch,62,313562,False,0.582,0.821,9,-4.304,1,0.0497,0.0354,0.121,0.083,0.0373,86.013,4,drum-and-bass,"Hybrid Minds;Catching Cairo, Touch",12
45qaAaQolmwfPj3mU7sOk8,1991,Full Send [UKF10],Full Send,60,229137,False,0.516,0.955,5,-0.846,0,0.0296,0.0336,0.0876,0.114,0.489,173.947,4,drum-and-bass,"1991, Full Send",6
21JRqTnNDTiMxzTCvzcfc3,Netsky;Daddy Waku;Chantal Kashala,Second Nature,Everybody Loves The Sunshine,60,200930,False,0.53,0.864,6,-4.024,0,0.0495,0.000831,0.0112,0.104,0.0902,171.871,4,drum-and-bass,"Netsky;Daddy Waku;Chantal Kashala, Everybody Loves The Sunshine",7
5zviMoAeuerK1Rd58qXASv,ILLENIUM;Teddy Swims,All That Really Matters,All That Really Matters,70,244235,False,0.352,0.666,1,-4.909,1,0.0512,0.117,1.81e-06,0.0934,0.227,169.965,4,dub,"ILLENIUM;Teddy Swims, All That Really Matters",13
6pooRNiLyYpxZeIA5kJ5EX,ILLENIUM;Jon Bellion,Good Things Fall Apart (with Jon Bellion),Good Things Fall Apart (with Jon Bellion),64,216668,False,0.643,0.594,2,-5.453,1,0.0318,0.0128,0.0,0.118,0.442,144.033,4,dub,"ILLENIUM;Jon Bellion, Good Things Fall Apart (with Jon Bellion)",1
39glqzRVRAy4vq3PqeTGb8,SLANDER;Dylan Matthew,Love Is Gone,Love Is Gone,67,256042,False,0.452,0.465,4,-10.006,0,0.0344,0.0589,0.000524,0.095,0.0832,149.586,4,dub,"SLANDER;Dylan Matthew, Love Is Gone",13
06kxa3al7bUqRRo5nAFduZ,ILLENIUM;Annika Wells,Nightlight,Nightlight,61,222400,False,0.494,0.651,11,-4.127,0,0.0384,0.0819,0.0,0.104,0.162,149.979,4,dub,"ILLENIUM;Annika Wells, Nightlight",6
2eFjKl5cyPPYElDByCh6Tb,ILLENIUM;iann dior,First Time,First Time,62,165779,False,0.526,0.667,9,-5.451,1,0.0437,0.0505,0.0,0.321,0.43,155.085,4,dub,"ILLENIUM;iann dior, First Time",5
7xnElMPFCmSlMJ0AY2hnxc,Whales;Fraxo;Lox Chatterbox,Dead To Me Slow + Reverb,Dead To Me - Slow + Reverb,73,267227,False,0.682,0.543,1,-8.66,1,0.0688,0.261,0.0,0.108,0.112,127.526,4,dub,"Whales;Fraxo;Lox Chatterbox, Dead To Me - Slow + Reverb",4
2CgOd0Lj5MuvOqzqdaAXtS,Porter Robinson;Madeon,Shelter,Shelter,66,218964,False,0.276,0.796,0,-4.499,1,0.0579,0.00293,0.0,0.184,0.26,199.526,4,dub,"Porter Robinson;Madeon, Shelter",1
1g7j5AxiNKTGjryhFIlAsA,ILLENIUM;Sueco;Trippie Redd,Story Of My Life (feat. Trippie Redd),Story Of My Life (feat. Trippie Redd),65,191124,False,0.521,0.892,3,-4.029,1,0.0433,0.0539,0.0,0.117,0.369,96.991,4,dub,"ILLENIUM;Sueco;Trippie Redd, Story Of My Life (feat. Trippie Redd)",7
4s9eMbBfWUDtBEFHC7sNp7,ILLENIUM;iann dior,Fallen Embers,First Time,61,165779,False,0.526,0.667,9,-5.451,1,0.0437,0.0505,0.0,0.321,0.43,155.085,4,dub,"ILLENIUM;iann dior, First Time",5
70YPzqSEwJvAIQ6nMs1cjY,ILLENIUM;X Ambassadors,ASCEND,In Your Arms (with X Ambassadors),63,220730,False,0.404,0.806,2,-4.75,1,0.0496,0.198,0.0,0.114,0.112,148.036,4,dub,"ILLENIUM;X Ambassadors, In Your Arms (with X Ambassadors)",1
5dAtKXyrQoQW054LZqJ5dP,ILLENIUM;Excision;I Prevail,Feel Something (With I Prevail),Feel Something (With I Prevail),65,221000,False,0.428,0.877,5,-4.722,0,0.0835,0.00153,0.00372,0.0943,0.113,75.518,4,dub,"ILLENIUM;Excision;I Prevail, Feel Something (With I Prevail)",1
3bEkAkaKjxaC7DubsfCo1t,ILLENIUM;Skylar Grey,From The Ashes (with Skylar Grey),From The Ashes (with Skylar Grey),67,253983,False,0.404,0.789,2,-4.516,1,0.0566,0.0243,0.000231,0.226,0.159,154.858,4,dub,"ILLENIUM;Skylar Grey, From The Ashes (with Skylar Grey)",13
0EB5fgdGQXZOiOMdRhKeCZ,Hairitage;Rico Act,Triumph EP,40 Cal,61,200071,True,0.613,0.933,11,-2.29,1,0.297,0.00679,1.75e-06,0.346,0.357,75.005,4,dub,"Hairitage;Rico Act, 40 Cal",7
3WBRfkOozHEsG0hbrBzwlm,Porter Robinson;League of Legends,Everything Goes On,Everything Goes On,73,202821,False,0.55,0.648,7,-6.542,1,0.0309,0.0191,0.0,0.0999,0.323,156.957,4,dub,"Porter Robinson;League of Legends, Everything Goes On",1
3LxG9HkMMFP0MZuiw3O2rF,ILLENIUM;Jon Bellion,ASCEND,Good Things Fall Apart (with Jon Bellion),63,216668,False,0.643,0.603,2,-5.416,1,0.0311,0.012,0.0,0.118,0.42,144.01,4,dub,"ILLENIUM;Jon Bellion, Good Things Fall Apart (with Jon Bellion)",1
4cuBQhxCjoXW9EX2UqeQwo,Varien;Andrew Zink,Can You Feel My Heart,Can You Feel My Heart,63,232200,False,0.258,0.747,4,-4.857,0,0.0417,0.00689,1.2e-06,0.37,0.321,120.619,4,dub,"Varien;Andrew Zink, Can You Feel My Heart",6
5ZAUiOlYURVJEJ5ktV03v5,Culture Code;Karra,Make Me Move,Make Me Move,61,197052,False,0.537,0.65,8,-4.665,0,0.0415,0.215,0.000122,0.1,0.358,95.056,4,dub,"Culture Code;Karra, Make Me Move",7
786ymAh5BmHoIpvjyrvjXk,Porter Robinson,Worlds,Goodbye To A World,64,328506,False,0.444,0.35,9,-7.194,1,0.0483,0.453,0.109,0.0824,0.0973,95.979,3,dub,"Porter Robinson, Goodbye To A World",9
5bFuHlXKw66Uu2cHKn5bf8,Zeds Dead;MKLA,Alive,Alive,63,197388,False,0.618,0.758,8,-7.996,1,0.0336,0.0087,0.102,0.147,0.144,120.987,4,dub,"Zeds Dead;MKLA, Alive",7
6bfyfZ0UV3K9Broh54iXaw,Seven Lions;Lights,Stop Thinking (feat. Lights),Stop Thinking (feat. Lights),60,292633,False,0.396,0.597,9,-5.819,1,0.0358,0.308,1.8e-06,0.0607,0.185,170.061,4,dub,"Seven Lions;Lights, Stop Thinking (feat. Lights)",12
10Q3ASy9okYt85040yV46c,ILLENIUM;Spiritbox,Shivering (feat. Spiritbox),Shivering (feat. Spiritbox),62,300916,False,0.428,0.907,4,-3.063,0,0.163,0.00594,1.71e-06,0.129,0.244,149.955,4,dub,"ILLENIUM;Spiritbox, Shivering (feat. Spiritbox)",12
1JY6B9ILvmRla2IKKRZvnH,Porter Robinson,Worlds,Sad Machine,60,350690,False,0.47,0.706,0,-4.902,0,0.0322,0.034,1.31e-06,0.0726,0.327,88.519,4,dub,"Porter Robinson, Sad Machine",9
7ixiCZEHWHc8FxaQXQh2P4,Sister Nancy,One Two,Bam Bam,67,196506,False,0.722,0.605,5,-6.07,1,0.153,0.825,0.0178,0.248,0.709,165.998,4,dub,"Sister Nancy, Bam Bam",7
6fyCVdU5lJT9ErO9QicFWC,Inhaler,These Are The Days,These Are The Days,60,222297,False,0.51,0.955,4,-5.64,1,0.0455,0.00935,0.000149,0.642,0.761,140.055,4,dub,"Inhaler, These Are The Days",6
4DQttwipnILl88cru3BRZx,Gregory Isaacs,Night Nurse (Expanded Edition),Night Nurse,64,249533,False,0.824,0.366,7,-10.96,1,0.145,0.039,0.106,0.0403,0.895,73.949,4,dub,"Gregory Isaacs, Night Nurse",13
10EpXLXKHmNSVKvX7A5hg8,Tritonal;Angel Taylor;Koven,Getaway (Remixes),Getaway - Koven Remix,61,203720,False,0.488,0.914,6,-2.875,0,0.223,0.00415,0.0,0.158,0.222,172.187,4,dub,"Tritonal;Angel Taylor;Koven, Getaway - Koven Remix",1
29QAPQkjqokFyQZ18VKAdy,Max Romeo,Best Of,Chase The Devil,63,177000,False,0.874,0.591,2,-5.213,1,0.143,0.013,0.0,0.138,0.76,76.004,4,dub,"Max Romeo, Chase The Devil",5
2bCjaF7cRm53Wdq9RtkYJu,Zeds Dead;Dragonette;DNMO,Northern Lights (Remixes),Neck And Neck - DNMO Remix,60,182400,False,0.601,0.591,5,-7.407,0,0.0337,0.0188,0.0766,0.126,0.37,150.044,4,dub,"Zeds Dead;Dragonette;DNMO, Neck And Neck - DNMO Remix",5
25ugoarRZ6IaZegrjNxGOx,The Wailers,Burnin' (Deluxe Edition),"Get Up, Stand Up",61,197666,False,0.765,0.555,10,-7.579,0,0.374,0.409,2.04e-06,0.073,0.828,77.848,4,dub,"The Wailers, Get Up, Stand Up",7
1DGL99DXQ10Su9z5Ci4ION,The Viceroys,"Iroko Showcase, Vol. 2: Memories",Why,60,146623,False,0.869,0.641,6,-6.218,0,0.0401,0.0168,0.000824,0.0624,0.932,134.0,4,dub,"The Viceroys, Why",14
6KGggJ08SRmMuJojRYM4Lv,Max Romeo;The Upsetters,War Ina Babylon (Expanded Edition),Chase The Devil,60,206306,False,0.825,0.62,2,-6.083,1,0.211,0.183,0.0,0.0822,0.744,150.243,4,dub,"Max Romeo;The Upsetters, Chase The Devil",1
5uBKhKWTJ4E47rcLQqu3YH,The Wailers,Burnin' (Deluxe Edition),I Shot The Sheriff,60,279720,False,0.801,0.641,8,-9.349,1,0.173,0.34,4.5e-05,0.0693,0.741,96.96,4,dub,"The Wailers, I Shot The Sheriff",4
5uPYEStMW3KsXnnLV7iCTw,Peter Tosh;John Benitez,Mama Africa,Johnny B. Goode - 2002 Remaster,61,244253,False,0.749,0.849,4,-5.761,0,0.0544,0.0299,0.000168,0.115,0.959,145.169,4,dub,"Peter Tosh;John Benitez, Johnny B. Goode - 2002 Remaster",13
5zviMoAeuerK1Rd58qXASv,ILLENIUM;Teddy Swims,All That Really Matters,All That Really Matters,70,244235,False,0.352,0.666,1,-4.909,1,0.0512,0.117,1.81e-06,0.0934,0.227,169.965,4,dubstep,"ILLENIUM;Teddy Swims, All That Really Matters",13
6pooRNiLyYpxZeIA5kJ5EX,ILLENIUM;Jon Bellion,Good Things Fall Apart (with Jon Bellion),Good Things Fall Apart (with Jon Bellion),64,216668,False,0.643,0.594,2,-5.453,1,0.0318,0.0128,0.0,0.118,0.442,144.033,4,dubstep,"ILLENIUM;Jon Bellion, Good Things Fall Apart (with Jon Bellion)",1
2eFjKl5cyPPYElDByCh6Tb,ILLENIUM;iann dior,First Time,First Time,62,165779,False,0.526,0.667,9,-5.451,1,0.0437,0.0505,0.0,0.321,0.43,155.085,4,dubstep,"ILLENIUM;iann dior, First Time",5
39glqzRVRAy4vq3PqeTGb8,SLANDER;Dylan Matthew,Love Is Gone,Love Is Gone,67,256042,False,0.452,0.465,4,-10.006,0,0.0344,0.0589,0.000524,0.095,0.0832,149.586,4,dubstep,"SLANDER;Dylan Matthew, Love Is Gone",13
06kxa3al7bUqRRo5nAFduZ,ILLENIUM;Annika Wells,Nightlight,Nightlight,61,222400,False,0.494,0.651,11,-4.127,0,0.0384,0.0819,0.0,0.104,0.162,149.979,4,dubstep,"ILLENIUM;Annika Wells, Nightlight",6
7xnElMPFCmSlMJ0AY2hnxc,Whales;Fraxo;Lox Chatterbox,Dead To Me Slow + Reverb,Dead To Me - Slow + Reverb,73,267227,False,0.682,0.543,1,-8.66,1,0.0688,0.261,0.0,0.108,0.112,127.526,4,dubstep,"Whales;Fraxo;Lox Chatterbox, Dead To Me - Slow + Reverb",4
2CgOd0Lj5MuvOqzqdaAXtS,Porter Robinson;Madeon,Shelter,Shelter,66,218964,False,0.276,0.796,0,-4.499,1,0.0579,0.00293,0.0,0.184,0.26,199.526,4,dubstep,"Porter Robinson;Madeon, Shelter",1
70YPzqSEwJvAIQ6nMs1cjY,ILLENIUM;X Ambassadors,ASCEND,In Your Arms (with X Ambassadors),63,220730,False,0.404,0.806,2,-4.75,1,0.0496,0.198,0.0,0.114,0.112,148.036,4,dubstep,"ILLENIUM;X Ambassadors, In Your Arms (with X Ambassadors)",1
1g7j5AxiNKTGjryhFIlAsA,ILLENIUM;Sueco;Trippie Redd,Story Of My Life (feat. Trippie Redd),Story Of My Life (feat. Trippie Redd),65,191124,False,0.521,0.892,3,-4.029,1,0.0433,0.0539,0.0,0.117,0.369,96.991,4,dubstep,"ILLENIUM;Sueco;Trippie Redd, Story Of My Life (feat. Trippie Redd)",7
5dAtKXyrQoQW054LZqJ5dP,ILLENIUM;Excision;I Prevail,Feel Something (With I Prevail),Feel Something (With I Prevail),65,221000,False,0.428,0.877,5,-4.722,0,0.0835,0.00153,0.00372,0.0943,0.113,75.518,4,dubstep,"ILLENIUM;Excision;I Prevail, Feel Something (With I Prevail)",1
4s9eMbBfWUDtBEFHC7sNp7,ILLENIUM;iann dior,Fallen Embers,First Time,61,165779,False,0.526,0.667,9,-5.451,1,0.0437,0.0505,0.0,0.321,0.43,155.085,4,dubstep,"ILLENIUM;iann dior, First Time",5
3bEkAkaKjxaC7DubsfCo1t,ILLENIUM;Skylar Grey,From The Ashes (with Skylar Grey),From The Ashes (with Skylar Grey),67,253983,False,0.404,0.789,2,-4.516,1,0.0566,0.0243,0.000231,0.226,0.159,154.858,4,dubstep,"ILLENIUM;Skylar Grey, From The Ashes (with Skylar Grey)",13
3WBRfkOozHEsG0hbrBzwlm,Porter Robinson;League of Legends,Everything Goes On,Everything Goes On,73,202821,False,0.55,0.648,7,-6.542,1,0.0309,0.0191,0.0,0.0999,0.323,156.957,4,dubstep,"Porter Robinson;League of Legends, Everything Goes On",1
5ZAUiOlYURVJEJ5ktV03v5,Culture Code;Karra,Make Me Move,Make Me Move,61,197052,False,0.537,0.65,8,-4.665,0,0.0415,0.215,0.000122,0.1,0.358,95.056,4,dubstep,"Culture Code;Karra, Make Me Move",7
3LxG9HkMMFP0MZuiw3O2rF,ILLENIUM;Jon Bellion,ASCEND,Good Things Fall Apart (with Jon Bellion),63,216668,False,0.643,0.603,2,-5.416,1,0.0311,0.012,0.0,0.118,0.42,144.01,4,dubstep,"ILLENIUM;Jon Bellion, Good Things Fall Apart (with Jon Bellion)",1
0EB5fgdGQXZOiOMdRhKeCZ,Hairitage;Rico Act,Triumph EP,40 Cal,61,200071,True,0.613,0.933,11,-2.29,1,0.297,0.00679,1.75e-06,0.346,0.357,75.005,4,dubstep,"Hairitage;Rico Act, 40 Cal",7
4cuBQhxCjoXW9EX2UqeQwo,Varien;Andrew Zink,Can You Feel My Heart,Can You Feel My Heart,63,232200,False,0.258,0.747,4,-4.857,0,0.0417,0.00689,1.2e-06,0.37,0.321,120.619,4,dubstep,"Varien;Andrew Zink, Can You Feel My Heart",6
786ymAh5BmHoIpvjyrvjXk,Porter Robinson,Worlds,Goodbye To A World,64,328506,False,0.444,0.35,9,-7.194,1,0.0483,0.453,0.109,0.0824,0.0973,95.979,3,dubstep,"Porter Robinson, Goodbye To A World",9
5bFuHlXKw66Uu2cHKn5bf8,Zeds Dead;MKLA,Alive,Alive,63,197388,False,0.618,0.758,8,-7.996,1,0.0336,0.0087,0.102,0.147,0.144,120.987,4,dubstep,"Zeds Dead;MKLA, Alive",7
6bfyfZ0UV3K9Broh54iXaw,Seven Lions;Lights,Stop Thinking (feat. Lights),Stop Thinking (feat. Lights),60,292633,False,0.396,0.597,9,-5.819,1,0.0358,0.308,1.8e-06,0.0607,0.185,170.061,4,dubstep,"Seven Lions;Lights, Stop Thinking (feat. Lights)",12
10Q3ASy9okYt85040yV46c,ILLENIUM;Spiritbox,Shivering (feat. Spiritbox),Shivering (feat. Spiritbox),62,300916,False,0.428,0.907,4,-3.063,0,0.163,0.00594,1.71e-06,0.129,0.244,149.955,4,dubstep,"ILLENIUM;Spiritbox, Shivering (feat. Spiritbox)",12
1JY6B9ILvmRla2IKKRZvnH,Porter Robinson,Worlds,Sad Machine,60,350690,False,0.47,0.706,0,-4.902,0,0.0322,0.034,1.31e-06,0.0726,0.327,88.519,4,dubstep,"Porter Robinson, Sad Machine",9
10EpXLXKHmNSVKvX7A5hg8,Tritonal;Angel Taylor;Koven,Getaway (Remixes),Getaway - Koven Remix,61,203720,False,0.488,0.914,6,-2.875,0,0.223,0.00415,0.0,0.158,0.222,172.187,4,dubstep,"Tritonal;Angel Taylor;Koven, Getaway - Koven Remix",1
2bCjaF7cRm53Wdq9RtkYJu,Zeds Dead;Dragonette;DNMO,Northern Lights (Remixes),Neck And Neck - DNMO Remix,60,182400,False,0.601,0.591,5,-7.407,0,0.0337,0.0188,0.0766,0.126,0.37,150.044,4,dubstep,"Zeds Dead;Dragonette;DNMO, Neck And Neck - DNMO Remix",5
7BKLCZ1jbUBVqRi2FVlTVw,The Chainsmokers;Halsey,Closer,Closer,84,244960,False,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,4,edm,"The Chainsmokers;Halsey, Closer",13
0lYBSQXN6rCTvUZvg9S0lU,DJ Snake;Justin Bieber,Encore,Let Me Love You,84,205946,False,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,4,edm,"DJ Snake;Justin Bieber, Let Me Love You",1
